timestamp,Cushion,Cycle_time,Cyl_tmp_z1,Cyl_tmp_z2,Cyl_tmp_z3,Cyl_tmp_z4,Cyl_tmp_z5,Cyl_tmp_z6,Cyl_tmp_z7,Cyl_tmp_z8,Dosage_time,Ejector_fix_deviation_torque,Extruder_start_position,Extruder_torque,Injection_pressure,Injection_time,Machine_status,Peak_pressure_position,Peak_pressure_time,Scrap_counter,Shot_counter,Shot_size,Switch_position,Switch_pressure,is_scrap,machine_id
2026-01-11 20:00:20+00:00,5.05,13.16,500.0,0.0,500.1,490.9,482.0,0.0,0.0,156.3,4.05,-6.5,5.28,13.45,1251.0,0.572,,7.8,0.574,0.0,1398.0,57.5,8.0,1246.0,0.0,M612
2026-01-11 20:00:21+00:00,4.77,8.86,518.0,0.0,518.0,509.2,500.3,0.0,0.0,140.0,1.84,13.1,4.65,29.05,1156.0,0.426,,6.77,0.429,1259.0,506379.0,35.1,7.0,1149.0,0.0,M356
2026-01-11 20:00:25+00:00,5.52,10.45,545.3,0.0,536.4,536.2,527.0,0.0,0.0,174.3,2.41,3.1,5.47,15.41,995.0,0.551,,7.83,0.554,80.0,13614.0,50.4,8.0,992.0,0.0,M471
2026-01-11 20:00:30+00:00,5.26,13.15,500.1,0.0,500.1,491.0,482.1,0.0,0.0,156.3,4.11,-5.5,5.04,13.45,1247.0,0.572,,7.8,0.574,0.0,1399.0,57.5,8.0,1244.0,0.0,M612
2026-01-11 20:00:31+00:00,4.72,8.86,518.1,0.0,518.0,509.2,500.2,0.0,0.0,140.0,1.85,13.1,4.69,29.14,1153.0,0.425,,6.77,0.429,1259.0,506380.0,35.1,7.0,1146.0,0.0,M356
2026-01-11 20:00:40+00:00,5.02,13.15,500.0,0.0,500.1,491.2,482.2,0.0,0.0,156.4,4.17,-6.5,5.25,13.3,1240.0,0.572,,7.8,0.574,0.0,1400.0,57.5,8.0,1237.0,0.0,M612
2026-01-11 20:00:40+00:00,5.86,10.36,500.1,0.0,491.0,482.0,473.6,0.0,0.0,140.2,1.47,-4.7,5.92,28.08,870.0,0.332,,8.74,0.335,1620.0,400278.0,33.8,9.0,867.0,0.0,M607
2026-01-11 20:00:50+00:00,4.94,13.15,500.0,0.0,500.0,491.2,482.3,0.0,0.0,156.4,4.22,-6.1,5.02,13.4,1242.0,0.572,,7.82,0.574,0.0,1401.0,57.5,8.0,1239.0,0.0,M612
2026-01-11 20:00:50+00:00,5.76,10.36,499.9,0.0,491.0,481.7,474.3,0.0,0.0,140.1,1.49,-4.8,5.83,27.49,869.0,0.332,,8.72,0.335,1620.0,400279.0,33.8,9.0,865.0,0.0,M607
2026-01-11 20:00:51+00:00,4.76,8.86,518.0,0.0,518.0,509.1,500.1,0.0,0.0,140.0,1.86,13.2,4.64,28.83,1155.0,0.425,,6.77,0.429,1259.0,506382.0,35.1,7.0,1148.0,0.0,M356
2026-01-11 20:01:00+00:00,5.63,14.06,260.0,0.0,250.0,245.0,240.0,0.0,0.0,50.0,2.26,19.2,5.67,0.0,699.0,0.524,10000.0,7.91,0.526,1840.0,209419.0,29.99,7.99,696.0,0.0,M231
2026-01-11 20:01:01+00:00,4.85,8.86,518.0,0.0,518.0,509.0,500.1,0.0,0.0,140.0,1.86,13.0,4.68,29.14,1160.0,0.425,,6.79,0.429,1259.0,506383.0,35.1,7.0,1153.0,0.0,M356
2026-01-11 20:01:05+00:00,5.57,10.44,544.8,0.0,535.9,535.7,525.7,0.0,0.0,174.3,2.42,3.4,5.51,15.56,1010.0,0.551,,7.87,0.553,80.0,13618.0,50.4,8.0,1008.0,0.0,M471
2026-01-11 20:01:10+00:00,5.63,14.06,260.0,0.0,250.0,245.0,240.0,0.0,0.0,50.0,2.26,19.2,5.67,0.0,699.0,0.524,10000.0,7.91,0.526,1840.0,209419.0,29.99,7.99,696.0,0.0,M231
2026-01-11 20:01:11+00:00,4.81,8.84,518.0,0.0,518.0,509.0,500.0,0.0,0.0,140.0,1.82,13.3,4.74,29.1,1159.0,0.426,,6.77,0.429,1259.0,506385.0,35.1,7.0,1151.0,0.0,M356
2026-01-11 20:01:15+00:00,5.49,10.44,544.8,0.0,535.8,535.6,525.4,0.0,0.0,174.3,2.4,-2.3,5.56,15.51,1011.0,0.551,,7.85,0.553,80.0,13619.0,50.4,8.0,1008.0,0.0,M471
2026-01-11 20:01:20+00:00,5.63,14.06,260.0,0.0,250.0,245.0,240.0,0.0,0.0,50.0,2.26,19.2,5.67,0.0,699.0,0.524,10000.0,7.91,0.526,1840.0,209419.0,29.99,7.99,696.0,0.0,M231
2026-01-11 20:01:21+00:00,4.78,8.85,518.1,0.0,518.0,509.0,500.0,0.0,0.0,140.0,1.84,13.2,4.74,29.1,1158.0,0.426,,6.79,0.429,1259.0,506386.0,35.1,7.0,1150.0,0.0,M356
2026-01-11 20:01:25+00:00,5.47,10.44,544.8,0.0,535.8,535.6,525.2,0.0,0.0,174.3,2.39,-3.2,5.47,15.21,1005.0,0.551,,7.87,0.553,80.0,13620.0,50.4,8.0,1003.0,0.0,M471
2026-01-11 20:01:30+00:00,5.07,13.15,499.9,0.0,500.0,491.1,482.1,0.0,0.0,156.6,4.13,-6.1,5.08,13.25,1247.0,0.572,,7.8,0.574,0.0,1404.0,57.5,8.0,1243.0,0.0,M612
2026-01-11 20:01:50+00:00,5.81,10.36,500.1,0.0,491.0,482.5,476.0,0.0,0.0,139.9,1.5,-4.6,5.79,27.54,871.0,0.332,,8.7,0.336,1620.0,400285.0,33.8,9.0,868.0,0.0,M607
2026-01-11 20:01:50+00:00,5.63,14.06,260.0,0.0,250.0,245.0,240.0,0.0,0.0,50.0,2.26,19.2,5.67,0.0,699.0,0.524,10000.0,7.91,0.526,1840.0,209419.0,29.99,7.99,696.0,0.0,M231
2026-01-11 20:01:51+00:00,4.69,8.86,518.0,0.0,518.0,508.9,499.9,0.0,0.0,140.0,1.85,13.2,4.7,29.18,1154.0,0.426,,6.79,0.429,1259.0,506389.0,35.1,7.0,1147.0,0.0,M356
2026-01-11 20:01:55+00:00,5.54,10.44,544.8,0.0,535.7,535.8,525.1,0.0,0.0,174.3,2.49,-3.4,5.56,15.66,1012.0,0.551,,7.85,0.553,80.0,13623.0,50.4,8.0,1009.0,0.0,M471
2026-01-11 20:02:00+00:00,5.81,10.37,500.0,0.0,491.0,482.6,475.9,0.0,0.0,140.0,1.53,-4.9,5.78,27.49,871.0,0.332,,8.7,0.336,1620.0,400286.0,33.8,9.0,867.0,0.0,M607
2026-01-11 20:02:01+00:00,4.77,8.84,518.0,0.0,518.0,509.0,499.9,0.0,0.0,140.0,1.86,13.2,4.61,29.31,1159.0,0.426,,6.79,0.429,1259.0,506390.0,35.1,7.0,1152.0,0.0,M356
2026-01-11 20:02:10+00:00,4.93,13.16,500.2,0.0,500.0,491.1,481.9,0.0,0.0,156.7,4.19,-5.7,5.1,13.25,1240.0,0.572,,7.73,0.575,0.0,1406.0,57.5,8.0,1237.0,0.0,M612
2026-01-11 20:02:10+00:00,5.63,14.06,260.0,0.0,250.0,245.0,240.0,0.0,0.0,50.0,2.26,19.2,5.67,0.0,699.0,0.524,10000.0,7.91,0.526,1840.0,209419.0,29.99,7.99,696.0,0.0,M231
2026-01-11 20:02:11+00:00,4.79,8.85,517.9,0.0,518.0,509.0,499.9,0.0,0.0,140.0,1.84,13.0,4.69,29.1,1160.0,0.425,,6.77,0.429,1259.0,506391.0,35.1,7.0,1152.0,0.0,M356
2026-01-11 20:02:15+00:00,5.54,10.43,544.7,0.0,535.7,535.8,525.3,0.0,0.0,174.4,2.41,2.5,5.5,15.7,1016.0,0.551,,7.81,0.554,80.0,13625.0,50.4,8.0,1013.0,0.0,M471
2026-01-11 20:02:21+00:00,4.73,8.85,518.0,0.0,518.0,509.0,499.9,0.0,0.0,140.0,1.87,13.1,4.68,28.7,1156.0,0.425,,6.79,0.429,1259.0,506393.0,35.1,7.0,1149.0,0.0,M356
2026-01-11 20:02:25+00:00,5.55,10.43,545.0,0.0,535.7,535.9,525.5,0.0,0.0,174.4,2.43,2.3,5.53,15.31,1012.0,0.551,,7.79,0.554,80.0,13626.0,50.4,8.0,1009.0,0.0,M471
2026-01-11 20:02:30+00:00,5.63,14.06,260.0,0.0,250.0,245.0,240.0,0.0,0.0,50.0,2.26,19.2,5.67,0.0,699.0,0.524,10000.0,7.91,0.526,1840.0,209419.0,29.99,7.99,696.0,0.0,M231
2026-01-11 20:02:30+00:00,5.86,10.37,500.1,0.0,491.0,482.1,474.7,0.0,0.0,140.2,1.49,-4.9,5.84,27.09,871.0,0.332,,8.74,0.335,1620.0,400289.0,33.8,9.0,867.0,0.0,M607
2026-01-11 20:02:35+00:00,5.58,10.44,544.9,0.0,535.7,535.8,525.6,0.0,0.0,174.3,2.42,4.0,5.54,15.46,1005.0,0.551,,7.87,0.553,80.0,13627.0,50.4,8.0,1002.0,0.0,M471
2026-01-11 20:02:40+00:00,5.84,10.37,499.8,0.0,491.1,481.8,474.0,0.0,0.0,140.1,1.5,-4.9,5.83,27.39,871.0,0.332,,8.74,0.335,1620.0,400290.0,33.8,9.0,868.0,0.0,M607
2026-01-11 20:02:41+00:00,4.78,8.86,518.1,0.0,518.0,509.1,500.1,0.0,0.0,140.0,1.87,13.1,4.66,29.05,1160.0,0.425,,6.79,0.429,1259.0,506395.0,35.1,7.0,1153.0,0.0,M356
2026-01-11 20:02:50+00:00,5.84,10.37,499.8,0.0,491.1,481.8,474.0,0.0,0.0,140.1,1.5,-4.9,5.83,27.39,871.0,0.332,,8.74,0.335,1620.0,400290.0,33.8,9.0,868.0,0.0,M607
2026-01-11 20:02:55+00:00,5.46,10.45,545.2,0.0,535.8,535.8,526.0,0.0,0.0,174.3,2.38,2.9,5.58,15.51,1007.0,0.551,,7.85,0.553,80.0,13629.0,50.4,8.0,1004.0,0.0,M471
2026-01-11 20:03:00+00:00,5.85,10.38,500.1,0.0,491.1,481.7,473.3,0.0,0.0,139.9,1.49,-4.8,5.81,27.63,871.0,0.332,,8.72,0.335,1620.0,400291.0,33.8,9.0,868.0,0.0,M607
2026-01-11 20:03:00+00:00,4.99,13.16,500.0,0.0,499.9,490.9,481.8,0.0,0.0,156.8,4.09,-5.9,4.99,13.5,1243.0,0.572,,7.82,0.574,0.0,1410.0,57.5,8.0,1240.0,0.0,M612
2026-01-11 20:03:01+00:00,4.72,8.84,518.1,0.0,518.0,508.9,499.9,0.0,0.0,140.0,1.85,13.0,4.64,29.1,1157.0,0.426,,6.79,0.429,1259.0,506397.0,35.1,7.0,1150.0,0.0,M356
2026-01-11 20:03:10+00:00,5.21,13.15,500.0,0.0,500.0,490.9,482.0,0.0,0.0,156.9,4.18,-5.9,4.98,13.4,1244.0,0.572,,7.76,0.575,0.0,1411.0,57.5,8.0,1240.0,0.0,M612
2026-01-11 20:03:10+00:00,5.9,10.37,500.3,0.0,491.0,481.6,472.6,0.0,0.0,139.8,1.49,-4.7,5.82,28.03,872.0,0.332,,8.72,0.335,1620.0,400292.0,33.8,9.0,867.0,0.0,M607
2026-01-11 20:03:10+00:00,5.63,14.06,260.0,0.0,250.0,245.0,240.0,0.0,0.0,50.0,2.26,19.2,5.67,0.0,699.0,0.524,10000.0,7.91,0.526,1840.0,209419.0,29.99,7.99,696.0,0.0,M231
2026-01-11 20:03:20+00:00,5.09,13.15,500.0,0.0,499.9,491.1,482.1,0.0,0.0,156.9,4.19,-6.3,5.2,13.74,1240.0,0.572,,7.82,0.574,0.0,1412.0,57.5,8.0,1236.0,0.0,M612
2026-01-11 20:03:21+00:00,4.78,8.84,517.9,0.0,518.0,509.0,500.0,0.0,0.0,140.0,1.84,13.3,4.69,29.05,1160.0,0.426,,6.79,0.429,1259.0,506399.0,35.1,7.0,1152.0,0.0,M356
2026-01-11 20:03:25+00:00,5.62,10.44,545.3,0.0,536.0,536.0,526.5,0.0,0.0,174.4,2.39,-3.6,5.64,15.56,1003.0,0.551,,7.79,0.554,80.0,13631.0,50.4,8.0,1000.0,0.0,M471
2026-01-11 20:03:30+00:00,5.63,14.06,260.0,0.0,250.0,245.0,240.0,0.0,0.0,50.0,2.26,19.2,5.67,0.0,699.0,0.524,10000.0,7.91,0.526,1840.0,209419.0,29.99,7.99,696.0,0.0,M231
2026-01-11 20:03:31+00:00,4.77,8.84,518.0,0.0,518.0,509.0,500.0,0.0,0.0,140.0,1.86,13.2,4.7,28.97,1159.0,0.425,,6.8,0.428,1259.0,506400.0,35.1,7.0,1152.0,0.0,M356
2026-01-11 20:03:35+00:00,5.43,10.43,545.1,0.0,536.0,536.0,526.6,0.0,0.0,174.3,2.38,-3.4,5.61,15.12,1003.0,0.551,,7.83,0.554,80.0,13632.0,50.4,8.0,1000.0,0.0,M471
2026-01-11 20:03:40+00:00,5.12,13.15,500.1,0.0,500.0,491.3,482.2,0.0,0.0,156.9,4.16,-6.7,5.08,13.59,1246.0,0.572,,7.82,0.574,0.0,1413.0,57.5,8.0,1243.0,0.0,M612
2026-01-11 20:03:40+00:00,5.89,10.36,500.0,0.0,490.9,482.3,470.5,0.0,0.0,139.8,1.49,-4.9,5.82,28.57,873.0,0.332,,8.74,0.335,1620.0,400295.0,33.8,9.0,870.0,0.0,M607
2026-01-11 20:03:41+00:00,4.76,8.88,518.0,0.0,518.0,508.9,499.9,0.0,0.0,140.0,1.86,13.1,4.69,29.1,1159.0,0.426,,6.79,0.429,1259.0,506401.0,35.1,7.0,1151.0,0.0,M356
2026-01-11 20:04:10+00:00,5.04,13.14,500.1,0.0,500.0,490.9,481.9,0.0,0.0,157.0,4.14,-6.1,5.04,13.5,1245.0,0.572,,7.76,0.575,0.0,1415.0,57.5,8.0,1241.0,0.0,M612
2026-01-11 20:04:10+00:00,5.87,10.36,499.9,0.0,491.0,482.3,469.3,0.0,0.0,140.1,1.49,-4.7,5.86,28.37,872.0,0.332,,8.74,0.335,1620.0,400298.0,33.8,9.0,868.0,0.0,M607
2026-01-11 20:04:10+00:00,5.63,14.06,260.0,0.0,250.0,245.0,240.0,0.0,0.0,50.0,2.26,19.2,5.67,0.0,699.0,0.524,10000.0,7.91,0.526,1840.0,209419.0,29.99,7.99,696.0,0.0,M231
2026-01-11 20:04:15+00:00,5.54,10.44,545.0,0.0,536.2,536.0,527.5,0.0,0.0,174.4,2.44,3.4,5.47,15.21,1011.0,0.551,,7.81,0.554,80.0,13636.0,50.4,8.0,1008.0,0.0,M471
2026-01-11 20:04:20+00:00,5.85,10.36,500.0,0.0,491.0,482.1,469.2,0.0,0.0,140.1,1.48,-4.8,5.84,28.27,873.0,0.332,,8.72,0.335,1620.0,400299.0,33.8,9.0,868.0,0.0,M607
2026-01-11 20:04:20+00:00,5.63,14.06,260.0,0.0,250.0,245.0,240.0,0.0,0.0,50.0,2.26,19.2,5.67,0.0,699.0,0.524,10000.0,7.91,0.526,1840.0,209419.0,29.99,7.99,696.0,0.0,M231
2026-01-11 20:04:20+00:00,5.07,13.15,500.1,0.0,500.0,490.7,481.7,0.0,0.0,157.0,4.15,-6.3,5.04,13.45,1251.0,0.572,,7.8,0.574,0.0,1416.0,57.5,8.0,1246.0,0.0,M612
2026-01-11 20:04:21+00:00,4.85,8.86,518.0,0.0,518.0,509.0,499.9,0.0,0.0,140.0,1.83,13.1,4.66,29.05,1162.0,0.425,,6.77,0.429,1259.0,506406.0,35.1,7.0,1155.0,0.0,M356
2026-01-11 20:04:25+00:00,5.6,10.44,545.1,0.0,536.3,536.1,527.7,0.0,0.0,174.4,2.34,3.1,5.53,15.46,1002.0,0.551,,7.77,0.554,80.0,13637.0,50.4,8.0,999.0,0.0,M471
2026-01-11 20:04:30+00:00,5.15,13.15,500.0,0.0,500.0,490.8,481.7,0.0,0.0,157.0,4.2,-5.9,5.06,13.05,1254.0,0.572,,7.78,0.575,0.0,1417.0,57.5,8.0,1251.0,0.0,M612
2026-01-11 20:04:31+00:00,4.81,8.86,518.0,0.0,518.0,508.9,499.8,0.0,0.0,140.0,1.81,13.2,4.77,28.88,1161.0,0.426,,6.79,0.429,1259.0,506407.0,35.1,7.0,1154.0,0.0,M356
2026-01-11 20:04:50+00:00,5.12,13.14,499.9,0.0,500.0,491.2,482.1,0.0,0.0,157.1,4.19,-5.9,5.03,13.35,1246.0,0.572,,7.82,0.574,0.0,1419.0,57.5,8.0,1243.0,0.0,M612
2026-01-11 20:04:50+00:00,5.63,14.06,260.0,0.0,250.0,245.0,240.0,0.0,0.0,50.0,2.26,19.2,5.67,0.0,699.0,0.524,10000.0,7.91,0.526,1840.0,209419.0,29.99,7.99,696.0,0.0,M231
2026-01-11 20:04:50+00:00,5.88,10.38,500.4,0.0,491.1,481.6,469.4,0.0,0.0,139.9,1.49,-4.8,5.88,28.12,872.0,0.332,,8.78,0.335,1620.0,400302.0,33.8,9.0,869.0,0.0,M607
2026-01-11 20:04:51+00:00,4.69,8.86,518.0,0.0,518.0,508.9,499.8,0.0,0.0,140.0,1.85,13.1,4.72,29.14,1158.0,0.425,,6.79,0.429,1259.0,506409.0,35.1,7.0,1150.0,0.0,M356
2026-01-11 20:04:55+00:00,5.5,10.44,545.1,0.0,536.1,536.0,528.0,0.0,0.0,174.4,2.39,3.1,5.46,14.92,1007.0,0.551,,7.87,0.553,80.0,13640.0,50.4,8.0,1004.0,0.0,M471
2026-01-11 20:05:00+00:00,5.12,13.14,499.9,0.0,500.0,491.2,482.1,0.0,0.0,157.1,4.19,-5.9,5.03,13.35,1246.0,0.572,,7.82,0.574,0.0,1419.0,57.5,8.0,1243.0,0.0,M612
2026-01-11 20:05:00+00:00,5.79,10.37,500.2,0.0,491.1,481.8,469.7,0.0,0.0,139.8,1.49,-4.7,5.85,28.47,870.0,0.332,,8.72,0.335,1620.0,400303.0,33.8,9.0,867.0,0.0,M607
2026-01-11 20:05:01+00:00,5.63,14.06,260.0,0.0,250.0,245.0,240.0,0.0,0.0,50.0,2.26,19.2,5.67,0.0,699.0,0.524,10000.0,7.91,0.526,1840.0,209419.0,29.99,7.99,696.0,0.0,M231
2026-01-11 20:05:01+00:00,4.81,8.86,517.9,0.0,518.0,509.0,499.9,0.0,0.0,140.0,1.82,13.1,4.69,29.27,1163.0,0.426,,6.79,0.429,1259.0,506411.0,35.1,7.0,1156.0,0.0,M356
2026-01-11 20:05:05+00:00,5.53,10.44,545.0,0.0,536.1,535.9,528.1,0.0,0.0,174.4,2.38,-3.4,5.49,15.16,1005.0,0.551,,7.87,0.553,80.0,13641.0,50.4,8.0,1002.0,0.0,M471
2026-01-11 20:05:10+00:00,4.9,13.15,500.0,0.0,500.0,491.3,482.1,0.0,0.0,157.1,4.16,-5.7,5.11,13.3,1242.0,0.572,,7.8,0.574,0.0,1420.0,57.5,8.0,1238.0,0.0,M612
2026-01-11 20:05:10+00:00,5.85,10.36,500.2,0.0,491.0,482.0,470.1,0.0,0.0,139.6,1.51,-4.7,5.76,27.88,872.0,0.332,,8.68,0.336,1620.0,400304.0,33.8,9.0,868.0,0.0,M607
2026-01-11 20:05:30+00:00,5.82,10.37,500.0,0.0,491.0,482.4,471.3,0.0,0.0,139.6,1.49,-4.6,5.89,28.08,871.0,0.332,,8.7,0.336,1620.0,400306.0,33.8,9.0,869.0,0.0,M607
2026-01-11 20:05:30+00:00,5.01,13.16,500.0,0.0,500.0,490.9,482.0,0.0,0.0,157.0,4.09,-6.5,5.1,13.4,1244.0,0.572,,7.8,0.574,0.0,1422.0,57.5,8.0,1240.0,0.0,M612
2026-01-11 20:05:31+00:00,4.73,8.85,518.0,0.0,518.0,508.9,499.9,0.0,0.0,140.0,1.85,13.2,4.65,29.05,1160.0,0.426,,6.79,0.429,1259.0,506414.0,35.1,7.0,1153.0,0.0,M356
2026-01-11 20:05:31+00:00,5.63,14.06,260.0,0.0,250.0,245.0,240.0,0.0,0.0,50.0,2.26,19.2,5.67,0.0,699.0,0.524,10000.0,7.91,0.526,1840.0,209419.0,29.99,7.99,696.0,0.0,M231
2026-01-11 20:05:35+00:00,5.47,10.45,544.7,0.0,536.0,536.1,528.0,0.0,0.0,174.4,2.35,2.7,5.52,15.16,1004.0,0.551,,7.89,0.553,80.0,13644.0,50.4,8.0,1003.0,0.0,M471
2026-01-11 20:05:40+00:00,5.79,10.38,499.9,0.0,490.9,482.5,471.9,0.0,0.0,139.7,1.5,-4.7,5.79,28.17,870.0,0.332,,8.74,0.335,1620.0,400307.0,33.8,9.0,866.0,0.0,M607
2026-01-11 20:05:40+00:00,5.01,13.16,500.0,0.0,500.0,490.9,482.0,0.0,0.0,157.0,4.09,-6.5,5.1,13.4,1244.0,0.572,,7.8,0.574,0.0,1422.0,57.5,8.0,1240.0,0.0,M612
2026-01-11 20:05:45+00:00,5.53,10.44,544.5,0.0,535.9,536.1,527.8,0.0,0.0,174.4,2.38,-2.5,5.46,15.21,1007.0,0.551,,7.87,0.553,80.0,13645.0,50.4,8.0,1004.0,0.0,M471
2026-01-11 20:05:50+00:00,5.72,10.36,500.0,0.0,490.9,482.4,472.7,0.0,0.0,139.8,1.52,-4.8,5.76,28.17,870.0,0.332,,8.74,0.335,1620.0,400308.0,33.8,9.0,866.0,0.0,M607
2026-01-11 20:05:50+00:00,5.63,14.06,260.0,0.0,250.0,245.0,240.0,0.0,0.0,50.0,2.26,19.2,5.67,0.0,699.0,0.524,10000.0,7.91,0.526,1840.0,209419.0,29.99,7.99,696.0,0.0,M231
2026-01-11 20:05:50+00:00,5.09,13.15,500.1,0.0,500.0,490.8,482.0,0.0,0.0,157.0,4.14,-6.3,5.0,13.4,1249.0,0.572,,7.82,0.574,0.0,1423.0,57.5,8.0,1245.0,0.0,M612
2026-01-11 20:05:51+00:00,4.73,8.85,518.1,0.0,518.0,509.1,500.0,0.0,0.0,140.0,1.83,13.1,4.71,29.14,1163.0,0.426,,6.77,0.429,1259.0,506416.0,35.1,7.0,1155.0,0.0,M356
2026-01-11 20:05:55+00:00,5.56,10.44,544.8,0.0,535.9,536.1,527.8,0.0,0.0,174.4,2.39,2.9,5.52,15.31,1005.0,0.551,,7.87,0.553,80.0,13646.0,50.4,8.0,1002.0,0.0,M471
2026-01-11 20:06:00+00:00,5.73,10.37,499.9,0.0,490.9,482.1,473.3,0.0,0.0,139.9,1.52,-4.9,5.69,28.22,871.0,0.332,,8.76,0.335,1620.0,400309.0,33.8,9.0,867.0,0.0,M607
2026-01-11 20:06:05+00:00,5.55,10.44,545.0,0.0,536.0,536.1,527.7,0.0,0.0,174.5,2.4,-2.7,5.55,15.21,1005.0,0.551,,7.79,0.554,80.0,13647.0,50.4,8.0,1002.0,0.0,M471
2026-01-11 20:06:10+00:00,5.26,13.15,500.1,0.0,500.1,491.1,482.0,0.0,0.0,157.0,4.06,-6.3,5.2,13.64,1235.0,0.572,,7.82,0.574,0.0,1425.0,57.5,8.0,1231.0,0.0,M612
2026-01-11 20:06:15+00:00,5.4,10.44,545.1,0.0,535.8,536.1,527.5,0.0,0.0,174.4,2.38,2.5,5.54,15.02,1008.0,0.551,,7.87,0.553,80.0,13648.0,50.4,8.0,1006.0,0.0,M471
2026-01-11 20:06:21+00:00,4.81,8.86,518.0,0.0,518.0,509.0,500.1,0.0,0.0,140.0,1.82,13.1,4.74,28.75,1164.0,0.425,,6.79,0.429,1259.0,506420.0,35.1,7.0,1156.0,0.0,M356
2026-01-11 20:06:25+00:00,5.55,10.44,545.0,0.0,535.8,536.1,527.4,0.0,0.0,174.4,2.41,3.6,5.39,15.16,1005.0,0.551,,7.83,0.554,80.0,13649.0,50.4,8.0,1002.0,0.0,M471
2026-01-11 20:06:30+00:00,5.85,10.36,500.1,0.0,491.0,481.4,475.0,0.0,0.0,140.2,1.5,-5.0,5.8,27.83,870.0,0.332,,8.72,0.335,1620.0,400312.0,33.8,9.0,866.0,0.0,M607
2026-01-11 20:06:30+00:00,5.63,14.06,260.0,0.0,250.0,245.0,240.0,0.0,0.0,50.0,2.26,19.2,5.67,0.0,699.0,0.524,10000.0,7.91,0.526,1840.0,209419.0,29.99,7.99,696.0,0.0,M231
2026-01-11 20:06:30+00:00,4.97,13.16,500.0,0.0,499.9,491.1,481.9,0.0,0.0,157.0,4.08,-7.6,5.25,13.69,1244.0,0.572,,7.78,0.575,0.0,1426.0,57.5,8.0,1241.0,0.0,M612
2026-01-11 20:06:31+00:00,4.77,8.84,518.0,0.0,518.0,509.0,500.1,0.0,0.0,140.0,1.82,13.1,4.73,28.88,1162.0,0.426,,6.79,0.429,1259.0,506421.0,35.1,7.0,1155.0,0.0,M356
2026-01-11 20:06:35+00:00,5.35,10.44,545.0,0.0,535.8,536.1,527.2,0.0,0.0,174.4,2.39,-2.9,5.54,15.07,1003.0,0.551,,7.85,0.553,80.0,13650.0,50.4,8.0,1000.0,0.0,M471
